,Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
0,HON,0.0842105263157894,0.08,0.0961538461538461,0.1020408163265305,0.1
1,LMT,0.0736842105263157,0.07,0.0769230769230769,0.0816326530612244,0.1
2,CAT,0.0736842105263157,0.07,0.0865384615384615,0.0714285714285714,0.07
3,DE,0.0736842105263157,0.07,0.0769230769230769,0.0714285714285714,0.06
4,MMM,0.063157894736842,0.06,0.0673076923076922,0.0612244897959183,0.05
5,GE,0.063157894736842,0.06,0.0576923076923076,0.0612244897959183,0.05
6,UNP,0.0736842105263157,0.07,0.0673076923076922,0.0714285714285714,0.08
7,CSX,0.063157894736842,0.06,0.0576923076923076,0.0612244897959183,0.07
8,UPS,0.0736842105263157,0.08,0.0673076923076922,0.0714285714285714,0.07
9,FDX,0.063157894736842,0.07,0.0576923076923076,0.0612244897959183,0.06
10,RTX,0.0736842105263157,0.07,0.0673076923076922,0.0714285714285714,0.08
11,NOC,0.063157894736842,0.06,0.0576923076923076,0.0612244897959183,0.08
12,NSC,0.0526315789473684,0.06,0.048076923076923,0.0510204081632652,0.05
13,EMR,0.0526315789473684,0.06,0.048076923076923,0.0510204081632652,0.04
14,ITW,0.0526315789473684,0.06,0.0673076923076922,0.0510204081632652,0.04
